Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3,RoomType,DoubleBed,SingleBed,Price
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,4687.0
,,,,,,,,,,,,,,,,,Economy Double Room,Yes,No,4000.0
,,,,,,,,,,,,,,,,,Standard Double or Twin Room,Yes,No,1082.0
,,,,,,,,,,,,,,,,,Superior Room - 1 Double Bed 220Sqft,Yes,No,6569.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2491.0
,,,,,,,,,,,,,,,,,Deluxe Triple Room,No,Yes,1364.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2079.0
,,,,,,,,,,,,,,,,,"Standard Double or Twin Room with 02 Pints of Beer, 1+1 Offer on Select Alcoholic Beverages at a Restaurant from 11:00 hours to 20:00 hours",Yes,No,7900.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,3276.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,900.0
,,,,,,,,,,,,,,,,,Deluxe Twin Room,Yes,No,9499.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1116.0
,,,,,,,,,,,,,,,,,Value Queen Room,No,Yes,4300.0
,,,,,,,,,,,,,,,,,Deluxe Room with Fish Aquarium,No,Yes,2204.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1441.0
,,,,,,,,,,,,,,,,,Comfort Room ,No,Yes,5399.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3038.0
,,,,,,,,,,,,,,,,,Standard King Room  Non Smoking,Yes,No,10125.0
,,,,,,,,,,,,,,,,,Standard Queen Room,Yes,No,6200.0
,,,,,,,,,,,,,,,,,Budget Double Room,Yes,No,1316.0
,,,,,,,,,,,,,,,,,Boutique Room,No,Yes,18000.0
,,,,,,,,,,,,,,,,,Standard Double or Twin Room,Yes,No,4140.0
,,,,,,,,,,,,,,,,,"Executive Club King Room - 10% discount on Food & soft beverages, Laundry & Spa",Yes,No,15570.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1169.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,4307.0
,,,,,,,,,,,,,,,,,Classic Room,No,Yes,2280.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1099.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2310.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2350.0
,,,,,,,,,,,,,,,,,Heritage Room,No,Yes,13000.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,3574.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2975.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1800.0
,,,,,,,,,,,,,,,,,Standard King Room,Yes,No,9000.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1273.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2853.0
,,,,,,,,,,,,,,,,,Standard Queen Room,Yes,No,8300.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1148.0
,,,,,,,,,,,,,,,,,Standard Double or Twin Room,Yes,No,4830.0
,,,,,,,,,,,,,,,,,"Lodhi Standard Room Without Plunge Pool with Happy Hours at Safari Lounge 5 to 7 pm, Buy 01 drink and get another drink complimentary (spirits), 1200 spa credit per booking",Yes,No,21000.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,1533.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1620.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1912.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2669.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,3725.0
,,,,,,,,,,,,,,,,,Queen Room,No,Yes,4093.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1177.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3267.0
,,,,,,,,,,,,,,,,,"Taj Club Room, King Bed, 1 Way Transfer, Lounge Access, Cocktail Hours",Yes,No,24200.0
,,,,,,,,,,,,,,,,,Executive Club Double Room,Yes,No,8910.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,6500.0
,,,,,,,,,,,,,,,,,King Room,Yes,No,6699.0
,,,,,,,,,,,,,,,,,Standard Room,Yes,No,3100.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1279.0
,,,,,,,,,,,,,,,,,Standard Double Room with Fan,Yes,No,999.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,3374.0
,,,,,,,,,,,,,,,,," Day use room for 6 hours, strictly from 12 PM to 6 PM no over night stay allowed",No,Yes,3204.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,4549.0
,,,,,,,,,,,,,,,,,Twin Room with Balcony,Yes,No,4815.0
,,,,,,,,,,,,,,,,,[Sanitized] Deluxe Double Room,Yes,No,3239.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2400.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1044.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1053.0
,,,,,,,,,,,,,,,,,"Superior Twin Room with Premier Lounge access, Free Wifi and 15% discount on Food and Soft beverage",Yes,No,12500.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1080.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2832.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1785.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2500.0
,,,,,,,,,,,,,,,,,"2 Twin/Single Beds, Pool View, Aloft Room",Yes,No,13950.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,5355.0
,,,,,,,,,,,,,,,,,Small Double Room,Yes,No,2699.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,2700.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1845.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1508.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2800.0
,,,,,,,,,,,,,,,,,Budget Double Room,Yes,No,1499.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3850.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,945.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1325.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,1963.0
,,,,,,,,,,,,,,,,,Comfort Triple Room,No,Yes,1442.0
,,,,,,,,,,,,,,,,,Budget Double Room,Yes,No,2599.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1453.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1612.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2632.0
,,,,,,,,,,,,,,,,,Classic Room,No,Yes,3224.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2880.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1366.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,4175.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1899.0
,,,,,,,,,,,,,,,,,"Superior Double Room Inclusive of Wi-Fi,  20% off on food & soft beverages",Yes,No,10000.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2974.0
,,,,,,,,,,,,,,,,,Twin Cum Master Bed (Can Join),Yes,No,1763.0
,,,,,,,,,,,,,,,,,Small Double Room,Yes,No,3000.0
,,,,,,,,,,,,,,,,,(Sanitised) Deluxe Room,No,Yes,2852.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1709.0
,,,,,,,,,,,,,,,,,Superior Double or Twin Room,Yes,No,4800.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2678.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2054.0
,,,,,,,,,,,,,,,,,Super Deluxe Room,No,Yes,2582.0
,,,,,,,,,,,,,,,,,Small Double Room,Yes,No,2789.0
,,,,,,,,,,,,,,,,,Luxury Room With Golf Course Or Landmark View,No,Yes,25250.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2874.0
,,,,,,,,,,,,,,,,,Deluxe Triple Room,No,Yes,1584.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1722.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2160.0
,,,,,,,,,,,,,,,,,Budget Room,No,Yes,1620.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1600.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1500.0
,,,,,,,,,,,,,,,,,Standard Heritage Room,Yes,No,2869.0
,,,,,,,,,,,,,,,,,"Day use room for 6 hours, strictly from 12 PM to 6 PM no over night stay allowed",No,Yes,3185.0
,,,,,,,,,,,,,,,,,Standard Double or Twin Room with 10% discount on Food and soft Beverage,Yes,No,2753.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1545.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2591.0
,,,,,,,,,,,,,,,,,King Room,Yes,No,2250.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2700.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3857.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2209.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1485.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,3000.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1056.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1037.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2629.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,2850.0
,,,,,,,,,,,,,,,,,Deluxe Double Room with Shower,Yes,No,1399.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2289.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,1290.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2450.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,6500.0
,,,,,,,,,,,,,,,,,Deluxe Queen Room,No,Yes,4199.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1949.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1800.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1242.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,5737.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2604.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1655.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1799.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,1368.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2850.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2719.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2835.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3275.0
,,,,,,,,,,,,,,,,,Standard King Room,Yes,No,23000.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,1799.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1777.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,4139.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1457.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2368.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,8258.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2520.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1916.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2368.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,2215.0
,,,,,,,,,,,,,,,,,Standard Double or Twin Room,Yes,No,1634.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2652.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2310.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3401.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2772.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2969.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1215.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1889.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3349.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,6844.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2429.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2362.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2976.0
,,,,,,,,,,,,,,,,,Economy Double Room,Yes,No,2924.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2800.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3465.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2897.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,1332.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3199.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,1499.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3467.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1159.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1187.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,952.0
,,,,,,,,,,,,,,,,,Superior Double or Twin Room with 20% discount on Food & Soft Beverage,Yes,No,7261.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,1750.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1350.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1512.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3900.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1315.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,985.0
,,,,,,,,,,,,,,,,,Super Deluxe Room ( annexure building ),No,Yes,2897.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1416.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3200.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3850.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1890.0
,,,,,,,,,,,,,,,,,Superior Room 1 Dbl Bed,No,Yes,8100.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1500.0
,,,,,,,,,,,,,,,,,Standard Double Room - 15% Discount on Food & Soft Beverages,Yes,No,12000.0
,,,,,,,,,,,,,,,,,Standard Room,Yes,No,14000.0
,,,,,,,,,,,,,,,,,Executive Room,No,Yes,3950.0
,,,,,,,,,,,,,,,,,Superior King Room,Yes,No,4293.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1521.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room with with 10% discount on food and soft beverages (Not on In room dining ),Yes,No,9999.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1649.0
,,,,,,,,,,,,,,,,,"Deluxe King Room with Bathtub ,Free WiFi ",Yes,No,16500.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1580.0
,,,,,,,,,,,,,,,,,Standard Double or Twin Room,Yes,No,3465.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1848.0
,,,,,,,,,,,,,,,,,Standard Double Room with Fan,Yes,No,1199.0
,,,,,,,,,,,,,,,,,Superior Room - 1 Twin Bed,Yes,No,12330.0
,,,,,,,,,,,,,,,,,Standard Double Room with Fan,Yes,No,738.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1925.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,2144.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1484.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,2150.0
,,,,,,,,,,,,,,,,,Small Double Room,Yes,No,1835.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1651.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,801.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1109.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1287.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,2744.0
,,,,,,,,,,,,,,,,," Day use room for 6 hours, strictly from 12 PM to 6 PM no over night stay allowed",No,Yes,2205.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,3375.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1848.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3500.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1395.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2025.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2160.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1050.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1428.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1050.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1237.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1713.0
,,,,,,,,,,,,,,,,,Twin Room,Yes,No,16000.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,756.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1323.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1782.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,4140.0
,,,,,,,,,,,,,,,,,Superior Double Room,Yes,No,3333.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,5995.0
,,,,,,,,,,,,,,,,,Double Room with Private Bathroom,Yes,No,3329.0
,,,,,,,,,,,,,,,,,Deluxe Double or Twin Room,Yes,No,4499.0
,,,,,,,,,,,,,,,,,Standard Twin Room,Yes,No,5610.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1317.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,3427.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2200.0
,,,,,,,,,,,,,,,,,"Deluxe Double or Twin Room with 15% off on food & soft beverages, complimentary sauna and steam once during the stay, early check in and late check out by 4 hrs",Yes,No,7999.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,834.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2099.0
,,,,,,,,,,,,,,,,,Budget Double or Twin Room,Yes,No,1700.0
,,,,,,,,,,,,,,,,,Studio,No,Yes,2340.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,4712.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3000.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2500.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,1350.0
,,,,,,,,,,,,,,,,,Standard King Room,Yes,No,7199.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1400.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1169.0
,,,,,,,,,,,,,,,,,Deluxe Room 2 Sgl Bed,No,Yes,4680.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,855.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1298.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3004.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1907.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1504.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2025.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1260.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1109.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3375.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2841.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,999.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1499.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2279.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2550.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,999.0
,,,,,,,,,,,,,,,,,Day Use Room For 6 hours Strictly From (12 PM to 6 PM),No,Yes,4068.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2488.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,3591.0
,,,,,,,,,,,,,,,,,Non AC Double Room,Yes,No,850.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1699.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,729.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,3800.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2591.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3141.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1390.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,3381.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1305.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,3848.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1880.0
,,,,,,,,,,,,,,,,,Economy Double Room,Yes,No,2289.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1620.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1260.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1700.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,1088.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1648.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1083.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1975.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,889.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2668.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,3255.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2325.0
,,,,,,,,,,,,,,,,,Day Use Room For 6 hours Strictly From (12 PM to 6 PM),No,Yes,2695.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,986.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1693.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,2004.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1271.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,1349.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1024.0
,,,,,,,,,,,,,,,,,Premium Double Room,Yes,No,1980.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1508.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1215.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,7499.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1881.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2161.0
,,,,,,,,,,,,,,,,,Studio,No,Yes,3310.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1675.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2955.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1699.0
,,,,,,,,,,,,,,,,,Superior Double or Twin Room,Yes,No,5348.0
,,,,,,,,,,,,,,,,,Economy Room,No,Yes,2999.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1699.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,2012.0
,,,,,,,,,,,,,,,,,Budget Double Room,Yes,No,4500.0
,,,,,,,,,,,,,,,,,Superior King Room,Yes,No,4990.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,2922.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2969.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1768.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3400.0
,,,,,,,,,,,,,,,,,Superior Double/Twin,Yes,No,2850.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1899.0
,,,,,,,,,,,,,,,,,Super Deluxe Double Room,Yes,No,5600.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,2024.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1403.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,720.0
,,,,,,,,,,,,,,,,,Deluxe Triple Room,No,Yes,1100.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,649.0
,,,,,,,,,,,,,,,,,Standard Studio,Yes,No,8000.0
,,,,,,,,,,,,,,,,,Deluxe Room,No,Yes,1455.0
,,,,,,,,,,,,,,,,,Deluxe King Room,Yes,No,1469.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,2633.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,3900.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1250.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,3824.0
,,,,,,,,,,,,,,,,,Budget Double Room,Yes,No,1125.0
,,,,,,,,,,,,,,,,,Double Room with Private Bathroom,Yes,No,1588.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,799.0
,,,,,,,,,,,,,,,,,Classic Triple Room,No,Yes,1273.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1104.0
,,,,,,,,,,,,,,,,,Triple Room,No,Yes,1166.0
,,,,,,,,,,,,,,,,,Standard Double Room,Yes,No,1699.0
,,,,,,,,,,,,,,,,,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1600.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,799.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,2159.0
,,,,,,,,,,,,,,,,,Double Room,Yes,No,599.0
,,,,,,,,,,,,,,,,,Standard Deluxe Room,Yes,No,2495.0
,,,,,,,,,,,,,,,,,Deluxe Double Room,Yes,No,1020.0
