Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount
Campanile Manchester,Manchester,Salford,2,6.6,Review score,"3,864"
The Mitre Hotel,Manchester,Manchester City Centre,3,6.9,Review score,"3,582"
Mercure Manchester Piccadilly Hotel,Manchester,Manchester City Centre,4,6.6,Review score,"8,009"
Rahman Hostel,Manchester,Manchester City Centre,3,4.8,Review score,571
Abel Heywood Boutique Hotel,Manchester,Manchester City Centre,4,8.7,Fabulous,"2,397"
Diamond Lodge,Manchester,Manchester,3,7.9,Good,"3,242"
Hello Hotel,Manchester,Salford,3,8.2,Very good,"1,942"
CitySuites Two Aparthotel,Manchester,Salford,4,9.1,Superb,"4,396"
The Ascott,Manchester,Salford,4,8,Very good,"1,047"
Quay Apartments Manchester,Manchester,Manchester City Centre,4,8.7,Fabulous,"2,070"
Charlotte Street,Manchester,Manchester City Centre,4,9.7,Exceptional,6
Spectacular Studio Apartment near to Old Trafford stadium,Manchester,Old Trafford,3,8.5,Very good,45
The King Stay,Manchester,Didsbury,3,8.7,Fabulous,20
Luxury 2 Bed Apartment with Sky Garden,Manchester,Manchester,3,8.7,Fabulous,2
Selina NQ1 Manchester,Manchester,Manchester City Centre,3,6.8,Review score,"1,319"
BrewDog DogHouse Manchester,Manchester,Manchester City Centre,4,9.4,Superb,"1,099"
Castlefield Hotel,Manchester,Manchester City Centre,3,8.3,Very good,"3,797"
"One Bedroom at Manchester, Old Trafford",Manchester,Old Trafford,3,8.5,Very good,15
Iconic Luxury Manchester Apartment w/ Free Parking,Manchester,Manchester City Centre,3,8,Very good,348
The Pleasant House,Manchester,Manchester,3,6.2,Review score,56
Royal Rooms Retreat at Etihad Sports City & Bespoke Royal Brunch Add On Available,Manchester,Manchester,3,8,Very good,17
Full Home in Heywood Street near Cheetham Hill,Manchester,Manchester,3,7.7,Good,790
Spectacular Apartment Balcony View In City Centre,Manchester,Manchester City Centre,3,8.9,Fabulous,109
Comfortable and Modern 2-Bedroom Apartment,Manchester,Salford,3,8.3,Very good,11
King Street Townhouse,Manchester,Manchester City Centre,4,9.1,Superb,"3,786"
Quay Apartments,Manchester,Salford,4,8.4,Very good,870
1bedroom Apartment in City centre,Manchester,Salford,3,10,Exceptional,62
Juana's private room,Manchester,Manchester,3,8.1,Very good,54
Gorgeous Stylish Cheri Victorian House In Manchester,Manchester,Manchester,3,8,Very good,125
Eaglet 2 Bedroom Luxury Home near Etihad Staduim,Manchester,Manchester,3,8.4,Very good,34
Wharf Inn Premier Apartment Central Manchester - Free Private Parking,Manchester,Manchester City Centre,3,8.5,Very good,67
Sweet Dream Lodge,Manchester,Manchester,3,8.5,Very good,107
Fantastic one bedroom apartment near Old Trafford Stadium,Manchester,Old Trafford,3,8.1,Very good,138
Stylish Haven In Manchester with Parking by Neofinixdotcom,Manchester,Manchester,3,9,Superb,4
Corporation Street Apartment,Manchester,Manchester City Centre,3,8.8,Fabulous,547
JPG Tower Suite - 22nd Floor Canal & City Views,Manchester,Salford,3,8,Very good,44
Hills View Apartments,Manchester,Manchester,3,6.1,Review score,3
Pillo Rooms Serviced Apartments - Salford,Manchester,Salford,3,7.6,Good,3
M9 Guest House,Manchester,Manchester,3,8.6,Fabulous,16
Beautiful Detached Villa - Jacuzzi Bath - Parking,Manchester,Manchester,4,9.1,Superb,26
Luxury Modern House In The Heart of Manchester,Manchester,Manchester,3,8.5,Very good,4
One bed apartment - City Centre,Manchester,Manchester City Centre,3,8.9,Fabulous,61
3 BR Property in Prestwich 15 mins from Manchester City Centre Garden Free parking Superfast WIFI Netflix,Manchester,Manchester,3,10,Exceptional,4
Luxurious stunning 2bedroom apartment,Manchester,Manchester City Centre,3,10,Exceptional,44
Impeccable 4-Bed House Near Manchester City Centre,Manchester,Manchester,3,8.5,Very good,17
Spacious and amazing 4 bedroom detached house,Manchester,Manchester,4,8.2,Very good,35
Marvellous 5 Bed Perfect For Family Or Contractor,Manchester,Manchester,4,9.1,Superb,7
Nice Residential Within Easy Reach To Town,Manchester,Manchester,3,10,Exceptional,1
Stylish King Bed Suite Free Parking & Large Patio,Manchester,Manchester,4,9.4,Superb,10
Nice Residential Within Easy Reach Of Town,Manchester,Manchester,3,9,Superb,23
133 A Park Road,Manchester,Manchester,3,8.9,Fabulous,53
"Casa Jungle Slps 20 Mcr Centre Hot tub, bar and cinema Room Leisure suite",Manchester,Manchester,3,8.1,Very good,8
Central Northern Quarter Apartment Sleeps Upto 4,Manchester,Manchester City Centre,3,7.3,Good,816
The Works - Private one bedroom apartment,Manchester,Manchester City Centre,3,8.6,Fabulous,84
Eleven Didsbury Park Hotel,Manchester,Didsbury,4,9,Superb,313
"Manchester City Centre Modern 3bed 2bath Apartment PENTHOUSE Northern Quarter, Sleeps 10",Manchester,Manchester City Centre,3,8.6,Fabulous,155
Copper and Blossom,Manchester,Manchester,3,7.6,Good,23
"Apartment No 1 - The Old Red King Pub, Whitefield, Manchester",Manchester,Manchester,4,8.9,Fabulous,48
Apartment No.2 - The Old Red King Pub MCR,Manchester,Manchester,3,8.3,Very good,11
Spacious Shude Hill Apartment With Balcony,Manchester,Manchester City Centre,3,8.6,Fabulous,235
Modern one bedroom apartment near Old Trafford Stadium,Manchester,Old Trafford,3,9.1,Superb,22
Amersham Park Apartment,Manchester,Salford,3,8.2,Very good,90
Penthouse Warehouse Slps 18 (61),Manchester,Manchester,3,8.2,Very good,34
Manchester Apartments by BEVOLVE - Free Parking,Manchester,Manchester,3,8.4,Very good,24
Arena House,Manchester,Manchester,5,9.4,Superb,70
Converted warehouse Slps 14 (38 A1),Manchester,Manchester,3,7,Good,30
Airport Hideaway,Manchester,Manchester,3,9.2,Superb,273
"Slps 14 Hot Tub, Bar & Outdoor Terrace",Manchester,Manchester,3,7.4,Good,24
Brand new modern 1 bed apartment near Old Trafford Stadium,Manchester,Old Trafford,3,8.5,Very good,3
PnG Suite - Abernant Rooms - shared facilities,Manchester,Manchester,3,7,Good,1
Stunning 2bedroom Apartment,Manchester,Salford,4,9.1,Superb,137
Lovely 1 bed apartment in Old Trafford,Manchester,Old Trafford,3,8.2,Very good,"2,077"
Luxury 1 Bed apartment with parking,Manchester,Manchester,3,8.7,Fabulous,149
Santorini by The Jacksonheim Boutique,Manchester,Manchester City Centre,4,8.3,Very good,2
"2 bedroom apartment with Free parking WI-FI, very close to Manchester City Centre",Manchester,Manchester,3,7,Good,"4,197"
Mulberry House,Manchester,Didsbury,3,7.5,Good,87
GREEN APARTMENTS UNIQUE EXECUTIVE LUXURY,Manchester,Old Trafford,3,5.6,Review score,122
Delightful Period Conversion,Manchester,Manchester,3,7.9,Good,47
Contemporary 3 Bedrooms Apartment Manchester City,Manchester,Salford,4,10,Exceptional,33
Unique studio apartment near Old Trafford Stadium - sleeps up to 4!,Manchester,Old Trafford,3,8.4,Very good,18
Entire house with parking,Manchester,Manchester,3,9.1,Superb,43
Fully equipped one bedroom apartment near Old Trafford Stadium!,Manchester,Old Trafford,3,8.4,Very good,66
Pillo Rooms Serviced Apartments - Manchester Arena,Manchester,Manchester,4,8,Very good,3
Charming one bedroom apartment in Old Trafford,Manchester,Old Trafford,3,7.3,Good,3
Imperial Salford Hotel,Manchester,Salford,3,5.4,Review score,512
Lovely studio apartment with free parking included!,Manchester,Old Trafford,3,7.3,Good,11
"Luxury Corner Apartment, Balcony w Scenic Views",Manchester,Manchester,4,10,Exceptional,4
Spacious & Cosy Holiday Home in Manchester,Manchester,Manchester,3,7.5,Good,4
My-Places Central Apartments,Manchester,Manchester City Centre,5,6.8,Review score,38
Fabulous one bedroom apartment near Old Trafford Stadium,Manchester,Old Trafford,3,8.2,Very good,1
Free Parking Luxury Safari House,Manchester,Salford,3,10,Exceptional,1
The Heart,Manchester,Salford,3,9.5,Exceptional,4
Home away from home plus 2 free parking spaces,Manchester,Salford,3,8,Very good,1
Home in the Heart of Manchester,Manchester,Salford,3,9,Superb,3
One bed apartment with stunning views in Old Trafford,Manchester,Old Trafford,3,5,Review score,1
Stunning one bedroom apartment in Old Trafford,Manchester,Old Trafford,3,5,Review score,2
The Jacksonheim Boutique Aparthotel,Manchester,Manchester City Centre,4,5.5,Review score,5
Manchester Urban Chic Hideaway,Manchester,Manchester,3,7.4,Good,3
Convenient one bed apartment in Old Trafford,Manchester,Old Trafford,3,9,Superb,4
Zenith Apartment,Manchester,Manchester,3,7.3,Good,3
"Two Bed Home In Manchester, Etihad Clayton",Manchester,Manchester,3,9,Superb,5
Top floor duplex apartment in Old Trafford,Manchester,Old Trafford,3,7.8,Good,1
Apartment in Failsworth,Manchester,Manchester,3,9.5,Exceptional,6
Lovely Modernist 4 Bed House,Manchester,Old Trafford,4,8.8,Fabulous,4
Stylish & Modern Apartment in Crumpsall,Manchester,Manchester,3,10,Exceptional,1
Cheerful 5 Bedroom House near Manchester Town,Manchester,Manchester,3,8,Very good,2
Luxury Holiday Home,Manchester,Old Trafford,3,9,Superb,3
BigKings Lovely 1bed apartment with free parking in central Manchester,Manchester,Manchester City Centre,3,6.9,Review score,13
Inviting 1-Bed Studio in Manchester & feel at home,Manchester,Manchester,3,7.8,Good,4
Comfortable 3-Storey House with Free Car Parking,Manchester,Manchester,4,9.6,Exceptional,9
Entire 2 Bedroom House - Manchester,Manchester,Manchester,3,7.2,Good,21
The TownHaus,Manchester,Manchester City Centre,4,10,Exceptional,3
BigKings Stylish 1Bed Apartment in central Manchester,Manchester,Salford,3,8.2,Very good,12
Luxury 2 bedroom Apartment.,Manchester,Manchester City Centre,3,6.7,Review score,7
Heartwood Suite,Manchester,Salford,3,10,Exceptional,1
"Manchester, Rusholme, UK. Sleeps 12, with free parking",Manchester,Manchester,3,8.5,Very good,2
Beautiful & elegant 2 Bed Room House,Manchester,Manchester,3,8.5,Very good,28
Stylish Ensuite Room - Superfast Wi-fi 250mbps,Manchester,Manchester,3,7.2,Good,6
Holiday home,Manchester,Salford,3,7.7,Good,10
JPG Theatre Suite - High Floor MCR Luxe Apartment w Balcony Canal Views,Manchester,Manchester City Centre,3,8.1,Very good,17
Converted Mill Apartment,Manchester,Manchester City Centre,3,9.2,Superb,45
Fab Manchester City new one bed apartment,Manchester,Salford,3,7.3,Good,9
Luxury Duplex Penthouse,Manchester,Manchester,3,9.5,Exceptional,4
Grade Ii Chaseley Mansion 1 King-bed Apt,Manchester,Salford,3,7.3,Good,9
Spacious 1 bedroom apartment in the best location in Manchester City Centre,Manchester,Manchester City Centre,3,7.4,Good,22
Modern 2 Bedroom Aesthetic Apt,Manchester,Manchester,3,8.7,Fabulous,36
Beautiful detached private annex in great location,Manchester,Manchester,3,9.7,Exceptional,26
Refurbished 3 Bed House in Manchester,Manchester,Salford,3,9.7,Exceptional,43
Lovely 2 - bedroom condo in Manchester City centre,Manchester,Manchester City Centre,3,8.2,Very good,32
"Stunning Two bedroom Apartment, Amazing City Views",Manchester,Salford,3,5.6,Review score,55
"The Chorlton Retreat - King Bedroom, FREE Parking",Manchester,Manchester,3,7,Good,22
Deluxe Centrally Located Studio Apt in Manchester,Manchester,Salford,3,6.8,Review score,20
BigKings Cosy 2 bedroom apartment with free parking in central Manchester,Manchester,Manchester City Centre,3,6,Review score,35
Beautiful and Homely 3 Bed House With FREE Parking So Close To Man City and City Centre,Manchester,Manchester,3,9.3,Superb,1
Pillo Rooms - Spacious Cosy 2 Bedroom House by Bridgewater Canal,Manchester,Salford,3,6.9,Review score,1
MeeZee Pearl Double Bed Lodge With Free Parking,Manchester,Salford,3,9.1,Superb,31
"Spacious, bright and airy city centre flat. Unique converted Mill.",Manchester,Manchester City Centre,4,8.4,Very good,4
Chicago Loft Boutique by The Jacksonheim Boutique,Manchester,Manchester City Centre,3,8.8,Fabulous,19
"Entire Rental, Easy Reach to Etihad Stadium",Manchester,Manchester,3,9.3,Superb,25
Ladywell Lodge,Manchester,Salford,3,7.8,Good,4
Pillo Rooms Serviced Apartments - Manchester,Manchester,Salford,3,7.8,Good,111
City Haven Stylish Home,Manchester,Manchester,3,8.4,Very good,47
Brand New Luxury Manchester City Centre 2 Bed Apartment Skyline Views,Manchester,Manchester City Centre,3,6.9,Review score,18
Chic Manchester Townhouse near Old Trafford,Manchester,Salford,4,7.9,Good,31
Boujee Boutique by The Jacksonheim Boutique,Manchester,Manchester City Centre,3,7.6,Good,39
Bird Song Guest House Old Trafford,Manchester,Old Trafford,3,6.3,Review score,6
Green View Guest House Old Trafford,Manchester,Old Trafford,3,6,Review score,14
Skyline Tower,Manchester,Manchester,3,7.5,Good,125
Swan Street Townhouse Hot Tub & Roof Terrace,Manchester,Manchester City Centre,3,8.6,Fabulous,18
Bambz Apartment 3,Manchester,Manchester,3,6.4,Review score,41
Quay Apartments Exchange Quay,Manchester,Salford,4,9.2,Superb,317
Back Turner Townhouse,Manchester,Manchester City Centre,3,7.3,Good,29
Mosh Aparthotel,Manchester,Manchester,4,8.8,Fabulous,91
Rylance Luxury House,Manchester,Manchester,3,8.9,Fabulous,9
Premier Central Manchester,Manchester,Manchester City Centre,4,5.1,Review score,101
La Jungle Du Swan,Manchester,Manchester City Centre,3,7.7,Good,50
Stay for longer on cheap rates 15,Manchester,Manchester City Centre,3,8.2,Very good,5
Loft Conversion in Northern Quarter,Manchester,Manchester City Centre,3,9.2,Superb,5
Olive House,Manchester,Manchester,3,8,Very good,9
Stunning Penthouse Slps 20 (38 A4),Manchester,Manchester,3,8.7,Fabulous,26
Acacia House,Manchester,Manchester,3,8.2,Very good,38
Park Drive TownHouse,Manchester,Manchester,3,8.5,Very good,4
South Central Contractors Townhouse,Manchester,Manchester,3,3,Review score,1
Alexandra Apartments,Manchester,Manchester,4,6.4,Review score,22
Athletes Way House,Manchester,Manchester,3,8.5,Very good,82
Chorlton Townhouse,Manchester,Manchester,4,10,Exceptional,1
Lushpads,Manchester,Manchester City Centre,4,8.9,Fabulous,34
QuickSpaces Heart of the City,Manchester,Manchester City Centre,4,7.1,Good,24
My-Places Corporate Serviced Accommodation,Manchester,Manchester,4,9,Superb,5
My-Places Abbotsfield Court Townhouse 4,Manchester,Manchester,4,9,Superb,1
La Suisse Serviced Apartments,Manchester,Manchester,4,8.2,Very good,118
Whitworth Locke,Manchester,Manchester City Centre,4,9,Superb,
Hilton Garden Inn Manchester Emirates Old Trafford,Manchester,Old Trafford,4,8.8,Fabulous,
Leonardo Hotel Manchester Central - Formerly Jurys Inn,Manchester,Manchester City Centre,4,8.4,Very good,
Clayton Hotel Manchester City Centre,Manchester,Manchester City Centre,4,8.5,Very good,
Native Manchester,Manchester,Manchester City Centre,4,8.9,Fabulous,
Spacious House in Central Manchester,Manchester,Manchester,3,8,Very good,
The Westlynne Hotel & Apartments,Manchester,Manchester,3,8.4,Very good,
Dynasty Lodge,Manchester,Manchester,4,9.7,Exceptional,
1 bedroom lovely apartment in Salford quays free street parking subject to availability,Manchester,Salford,3,7.6,Good,
Lovely 2 Bedroom Apartments In Manchester,Manchester,Manchester,3,7.5,Good,
Media City Salford Quays,Manchester,Salford,4,8.6,Fabulous,
Cosy MCR 1 Bed Apt with Balcony,Manchester,Salford,3,7,Good,
Arena Apartment,Manchester,Manchester City Centre,3,8.1,Very good,
Classy 2bedroom City Centre Apt,Manchester,Manchester City Centre,4,10,Exceptional,
The Green Palace Manchester,Manchester,Salford,3,6.9,Review score,
Stunning Brand New City 3Bed Apartment!,Manchester,Salford,4,9.6,Exceptional,
Chisti aparts,Manchester,Salford,3,10,Exceptional,
Charming 3BD Didsbury House,Manchester,Manchester,4,9,Superb,
New Manchester Getaway Home,Manchester,Manchester,3,9,Superb,
Manhattan Loft Boutique by The Jacksonheim Boutique,Manchester,Manchester,3,4.3,Review score,
CKS Sydney Airport Hotel,Sydney,Sydney,4.5,7.2,Good,"2,937"
Moxy Sydney Airport,Sydney,Mascot,4,8.9,Fabulous,76
W Sydney,Sydney,Sydney CBD,,,,"1,694"
ibis Sydney Airport,Sydney,Mascot,3.5,7,Good,"4,145"
Metro Hotel Marlow Sydney Central,Sydney,Sydney CBD,4,7,Good,"3,932"
Quest Macquarie Park,Sydney,North Ryde,4,8.1,Very good,"1,690"
The Ultimo,Sydney,Sydney CBD,4,8.1,Very good,"3,679"
Travelodge Hotel Sydney Airport,Sydney,Mascot,4,8.3,Very good,"10,930"
Novotel Sydney International Airport,Sydney,Sydney,4.5,7.8,Good,"1,786"
Citadines Connect Sydney Airport,Sydney,Mascot,4,8.5,Very good,"7,260"
Punthill Parramatta,Sydney,Parramatta,4,8.5,Very good,81
Hotel Challis Potts Point,Sydney,Potts Point,3,7.9,Good,"1,379"
ibis budget Sydney East,Sydney,Darlinghurst,3,7.3,Good,"1,879"
The Jensen Potts Point,Sydney,Potts Point,2.5,8,Very good,584
CBD Apartment - Closest Airbnb to Central Station,Sydney,Surry Hills,,,,70
ibis Styles Sydney Central,Sydney,Sydney CBD,3,7.5,Good,"5,671"
ibis budget Sydney Airport,Sydney,Mascot,3,6.6,Review score,"9,736"
The Alison Randwick,Sydney,Randwick,,,,585
Maze Backpackers - Sydney,Sydney,Sydney CBD,,,,"2,020"
Rydges Sydney Airport Hotel,Sydney,Mascot,4.5,8.2,Very good,"8,665"
"Holiday Inn Express Sydney Airport, an IHG Hotel",Sydney,Mascot,4,8.2,Very good,"4,237"
"Meriton Suites George Street, Parramatta",Sydney,Parramatta,4,8.6,Fabulous,"2,969"
Mercure Sydney Manly Warringah,Sydney,Brookvale,4,7.9,Good,"1,936"
Famous Syd Harbour Bridge View - NYE FIREWORKS,Sydney,Sydney CBD,,,,3
Park Regis City Centre,Sydney,Sydney CBD,3.5,7,Good,"5,292"
ibis Budget - Enfield,Sydney,Sydney,3,7.1,Good,333
ibis Sydney World Square,Sydney,Sydney CBD,3,7.4,Good,701
Adge Hotel and Residences,Sydney,Surry Hills,5,8.7,Fabulous,995
Meridian Hotel Hurstville,Sydney,Sydney,,,,"2,167"
Oxford House,Sydney,Paddington,,,,"1,743"
Wake Up! Sydney Central,Sydney,Sydney CBD,5,8.1,Very good,761
Criterion Hotel Sydney,Sydney,Sydney CBD,3,7.3,Good,"1,338"
Sydney Potts Point Central Apartment Hotel,Sydney,Potts Point,4,7.7,Good,"2,339"
ibis Budget - St Peters,Sydney,Sydney,3,6.3,Review score,"1,763"
"Holiday Inn Express Sydney Macquarie Park, an IHG Hotel",Sydney,North Ryde,,,,"3,798"
"Castlereagh Boutique Hotel, Ascend Hotel Collection",Sydney,Sydney CBD,4,7.8,Good,787
Song Hotel Sydney,Sydney,Sydney CBD,3.5,7.6,Good,"3,322"
Mercure Sydney Macquarie Park,Sydney,North Ryde,4,8,Very good,"1,415"
Sydney Harbour YHA,Sydney,Sydney CBD,,,,3
"Holiday Inn Parramatta, an IHG Hotel",Sydney,Parramatta,4.5,8.1,Very good,"3,817"
Syd Harbour Bridge & city view stay near CBD,Sydney,Sydney,,,,21
"HOTEL MORRIS SYDNEY, Handwritten Collection",Sydney,Sydney CBD,4,8.2,Very good,"1,178"
The Baxley Bondi,Sydney,Bondi,,,,"1,595"
Sydney Central YHA,Sydney,Sydney CBD,5,7.7,Good,"1,084"
The Sydney Boulevard Hotel,Sydney,Woolloomooloo,4,8.1,Very good,"1,569"
Meriton Suites Mascot Central,Sydney,Mascot,5,8.8,Fabulous,"3,407"
Mariners Court Hotel Sydney,Sydney,Woolloomooloo,3.5,8,Very good,"1,575"
Adina Apartment Hotel Sydney Airport,Sydney,Mascot,4.5,8.5,Very good,"2,923"
Edgecliff Lodge Motel,Sydney,Sydney Eastern Suburbs,3,7.5,Good,"1,082"
Breathtaking Harbour Bridge and Opera House Views!,Sydney,Potts Point,,,,8
Rydges World Square,Sydney,Sydney CBD,4.5,8.3,Very good,"5,727"
Garden Lodge Sydney Hotel,Sydney,Sydney,3.5,7.2,Good,"1,216"
Quest Mascot,Sydney,Mascot,4.5,7.8,Good,"1,670"
Avoca Randwick by Sydney Lodges,Sydney,Randwick,3,8.2,Very good,397
St Marks Randwick,Sydney,Randwick,3,8.6,Fabulous,931
Hotel Urban St Leonards,Sydney,St Leonards,4.5,8.1,Very good,"1,513"
The Strand Hotel,Sydney,Darlinghurst,,,,15
Q Station,Sydney,Manly,4,8.1,Very good,"1,139"
Mercure Sydney,Sydney,Sydney CBD,4,7.9,Good,"4,397"
The Sarah by Urban Rest,Sydney,Darlinghurst,4,8,Very good,63
57Hotel,Sydney,Surry Hills,,,,"2,254"
Hyatt Regency Sydney,Sydney,Sydney CBD,5,8.2,Very good,22
Mercure Sydney Wynyard,Sydney,Sydney CBD,4,7.8,Good,568
The Sebel Sydney Manly Beach,Sydney,Manly,4,7.8,Good,743
Beachside apartment with stunning water views,Sydney,Manly,,,,132
Boutique Unit in Kingsford Near UNSW Sleeps 6,Sydney,Sydney,,,,"2,943"
Adina Apartment Hotel Sydney Town Hall,Sydney,Sydney CBD,4.5,8,Very good,116
Best Western Plus Camperdown Suites,Sydney,Camperdown,4,8.6,Fabulous,385
"Hotel Harry, Ascend Hotel Collection",Sydney,Surry Hills,4,7.1,Good,"1,050"
28 Hotel,Sydney,Sydney CBD,,,,"2,544"
Stamford Plaza Sydney Airport Hotel & Conference Centre,Sydney,Mascot,5,7.6,Good,352
Novotel Sydney Brighton Beach,Sydney,Brighton Le Sands,4.5,7.2,Good,"6,946"
Cozy M Hotel,Sydney,Woolloomooloo,3.5,8.3,Very good,"1,801"
Relaxing Holidays at Balmoral Beach 2,Sydney,Mosman,,,,70
Capella Sydney,Sydney,Sydney CBD,5,9.7,Exceptional,"1,416"
Glenferrie Lodge,Sydney,Kirribilli,3,8.1,Very good,"3,287"
THE BEACH PAD @ BONDI BEACH,Sydney,Bondi,,,,"4,055"
ibis Sydney Darling Harbour,Sydney,Sydney CBD,3.5,7.2,Good,873
Harbourview - World Class Harbour Bridge Views!,Sydney,Sydney,,,,761
Napoleon On Kent,Sydney,Sydney CBD,4,7.2,Good,"1,425"
"Crowne Plaza Sydney Burwood, an IHG Hotel",Sydney,Burwood,,,,"3,642"
Stay at Hotel Steyne,Sydney,Manly,4,7.4,Good,"2,259"
Mantra Parramatta,Sydney,Parramatta,4,7.1,Good,"1,458"
"Crowne Plaza Sydney Darling Harbour, an IHG Hotel",Sydney,Sydney CBD,4,8.6,Fabulous,"2,002"
202 Elizabeth,Sydney,Surry Hills,5,9,Superb,300
Oaks Sydney Castlereagh Suites,Sydney,Sydney CBD,4,7.5,Good,"3,693"
Twin Towers Inn,Sydney,Greenwich,4,7.8,Good,894
Mad Monkey Broadway,Sydney,Chippendale,4,7.5,Good,643
"Holiday Inn Darling Harbour, an IHG Hotel",Sydney,Sydney CBD,,,,"2,490"
Melton Hotel Auburn,Sydney,Sydney,2,6.9,Review score,214
The Erko Hotel,Sydney,Sydney,,,,413
Haven Glebe,Sydney,Glebe,4,8.3,Very good,"1,537"
Modern Penthouse like Apartment with Ocean views,Sydney,Sydney,,,,14
Hotel Hacienda,Sydney,Sydney,3,7.6,Good,"1,400"
Oaks Sydney North Ryde Suites,Sydney,Sydney,4,7.8,Good,"1,489"
Crown Towers Sydney,Sydney,Sydney CBD,5,8.8,Fabulous,399
Big Backpackers Hostel,Sydney,Sydney CBD,4,7.7,Good,"1,474"
The General Gordon,Sydney,Sydney,4,8.9,Fabulous,314
"Aerotel Sydney (Arrivals B, International Terminal 1)",Sydney,Mascot,4,7.2,Good,770
Pullman Quay Grand Sydney Harbour,Sydney,Sydney CBD,5,8.6,Fabulous,"1,033"
A by Adina Sydney,Sydney,Sydney CBD,4.5,8.8,Fabulous,"3,287"
The Star Grand Hotel and Residences Sydney,Sydney,Pyrmont,5,8.6,Fabulous,"4,628"
The Clovelly Hotel,Sydney,Clovelly,,,,636
Kingsgrove Hotel,Sydney,Sydney,,,,620
The North Shore Hotel,Sydney,North Sydney,3,7.6,Good,694
Dunkirk Hotel Pyrmont,Sydney,Pyrmont,,,,332
Palms Hotel,Sydney,Sydney,,,,"1,369"
"Adina Apartment Hotel Sydney, Darling Harbour",Sydney,Sydney CBD,4.5,8,Very good,"2,790"
View Sydney,Sydney,North Sydney,4,8.4,Very good,"5,351"
Vibe Hotel North Sydney,Sydney,North Sydney,4.5,8.3,Very good,"2,544"
Hyde Park Inn,Sydney,Sydney CBD,4,8.2,Very good,"4,280"
Regents Court Sydney,Sydney,Potts Point,4,7.9,Good,403
Coogee Sands Hotel & Apartments,Sydney,Coogee,4,8.6,Fabulous,"1,734"
"InterContinental Sydney Double Bay, an IHG Hotel",Sydney,Double Bay,5,8,Very good,757
Penshurst Hotel,Sydney,Sydney,4,8,Very good,276
Ryde Inn,Sydney,Ryde,4,7.9,Good,981
High Cross Randwick by Sydney Lodges,Sydney,Randwick,3,8.1,Very good,455
Neutral Bay Lodge,Sydney,Sydney,3,7.4,Good,489
Crown Hotel Surry Hills,Sydney,Surry Hills,4,7.5,Good,409
Oasis on Beamish Hotel,Sydney,Campsie,3,7.1,Good,280
Metro Apartments On Darling Harbour,Sydney,Sydney CBD,3.5,7.1,Good,791
"Holiday Inn & Suites - Parramatta Marsden Street, an IHG Hotel",Sydney,Parramatta,4,7.7,Good,585
Bridgeview Hotel Willoughby,Sydney,Sydney,3,7.6,Good,195
Amora Hotel Jamison Sydney,Sydney,Sydney CBD,5,8.2,Very good,"4,202"
YEHS Hotel Sydney QVB,Sydney,Sydney CBD,4,8.4,Very good,"4,162"
Sofitel Sydney Darling Harbour,Sydney,Sydney CBD,5,8.5,Very good,"5,951"
Quest Chatswood,Sydney,Chatswood,4,8,Very good,718
Manly Paradise Motel & Apartments,Sydney,Manly,3.5,8.1,Very good,982
Wake Up! Bondi Beach,Sydney,Bondi,,,,706
Citadines Walker North Sydney,Sydney,North Sydney,4,8.8,Fabulous,32
Royal Hotel Ryde,Sydney,Ryde,3,7.1,Good,331
Rydges Sydney Central,Sydney,Sydney CBD,4.5,8,Very good,"3,770"
Silkari Suites at Chatswood,Sydney,Chatswood,4.5,8.6,Fabulous,"1,381"
Mrs Banks Hotel,Sydney,Paddington,4,9.1,Superb,646
Hilton Sydney,Sydney,Sydney CBD,5,8.2,Very good,"3,199"
YEHS Hotel Sydney CBD,Sydney,Sydney CBD,,,,"3,906"
Harbour Rocks Hotel Sydney,Sydney,Sydney CBD,5,8.1,Very good,707
The Pod Sydney,Sydney,Sydney CBD,,,,"1,265"
Adina Apartment Hotel Coogee Sydney,Sydney,Coogee,4,8.2,Very good,"1,458"
Manly Pacific Sydney MGallery Collection,Sydney,Manly,5,8.5,Very good,407
Veriu Green Square,Sydney,Green Square,4.5,8.4,Very good,"1,639"
"Meriton Suites Coward Street, Mascot",Sydney,Mascot,5,8.9,Fabulous,"2,567"
Medusa Hotel Sydney,Sydney,Darlinghurst,4,9.1,Superb,543
The Grace Hotel,Sydney,Sydney CBD,4.5,8.6,Fabulous,"11,620"
Cambridge Lodge,Sydney,Sydney,,,,344
Comfort Inn & Suites Burwood,Sydney,Burwood,4,7,Good,629
Sir Stamford Circular Quay,Sydney,Sydney CBD,5,8.4,Very good,"1,734"
Lord Wolseley Hotel,Sydney,Ultimo,,,,60
The Blue Hotel Bondi,Sydney,Bondi,4,8.3,Very good,"1,547"
Studio 8 Residences - Adults Only,Sydney,Ryde,4,8.8,Fabulous,"1,148"
Rydges Camperdown,Sydney,Camperdown,4,8.2,Very good,"1,972"
QT Sydney,Sydney,Sydney CBD,5,8.9,Fabulous,"3,223"
Crystalbrook Albion,Sydney,Surry Hills,5,9.1,Superb,439
One Bedroom with Roof Top Pool,Sydney,Chatswood,4,8,Very good,1
TradeMark Hostel Sydney,Sydney,Potts Point,,,,15
175 Hotel Westmead,Sydney,Parramatta,4,8.5,Very good,313
Veriu Randwick,Sydney,Randwick,4,7.6,Good,378
Royal Pacific Hotel,Sydney,Lane Cove,4,7.7,Good,832
