Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount
Adina Apartment Hotel Berlin Hackescher Markt,Berlin,"Mitte, Berlin",4,8.6,Fabulous,"1,986"
ArtHotel Connection,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3,8.7,Fabulous,681
Townhouse Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4,8.7,Fabulous,"1,099"
BlnCty Hotel,Berlin,"Mitte, Berlin",,,,"2,191"
Air in Berlin,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3,7.6,Good,729
Arabel Design Apartments,Berlin,"Mitte, Berlin",5,8.7,Fabulous,"1,348"
Garden Living - Boutique Hotel,Berlin,"Mitte, Berlin",4,9,Superb,930
BENSIMON apartments Mitte/Wedding,Berlin,"Mitte, Berlin",4,9.3,Superb,209
The Social Hub Berlin Alexanderplatz,Berlin,"Mitte, Berlin",4,8.2,Very good,"6,161"
limehome Berlin Luise Henriette Str - Digital Access,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",4,8.4,Very good,"1,571"
Apartments Rosenthal Residence,Berlin,"Mitte, Berlin",5,8.9,Fabulous,"1,133"
Hapimag Berlin Gendarmenmarkt,Berlin,"Mitte, Berlin",4,8.9,Fabulous,43
Aparthotel VEGA,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3,7.4,Good,"1,016"
Hotel Bristol Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",5,7.9,Good,"3,537"
centrovital Hotel Berlin,Berlin,"Spandau, Berlin",4,8.2,Very good,"2,748"
STAYERY Berlin Friedrichshain,Berlin,"Friedrichshain-Kreuzberg, Berlin",3,8.7,Fabulous,799
BÃ¶lsche Hotel,Berlin,"Treptow-KÃ¶penick, Berlin",3,8.3,Very good,441
HÃ¼ttenpalast,Berlin,"NeukÃ¶lln, Berlin",,,,619
Grimm's Berlin Mitte,Berlin,"Mitte, Berlin",3,8.4,Very good,"2,475"
"art'otel berlin mitte, Powered by Radisson Hotels",Berlin,"Mitte, Berlin",4,8.3,Very good,"2,330"
SORAT Hotel Berlin,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3,8.4,Very good,"2,123"
Louisa's Place,Berlin,"Charlottenburg-Wilmersdorf, Berlin",5,8.7,Fabulous,294
AMC Hotel - SchÃ¶neberg,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3,7.8,Good,581
Melarose Feng Shui Hotel,Berlin,"Prenzlauer Berg, Berlin",3,7.9,Good,"1,151"
Les Nations,Berlin,"Mitte, Berlin",3,8.3,Very good,"1,092"
Aparthotel Adagio Berlin KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4,8.3,Very good,"1,771"
HOLI-Berlin Hotel,Berlin,"Lichtenberg, Berlin",,,,815
Ootel.com,Berlin,"Marzahn-Hellersdorf, Berlin",,,,"4,864"
Jasper's Boutique Hotel,Berlin,"Mitte, Berlin",,,,290
Hotel Herbst Berlin,Berlin,"Spandau, Berlin",,,,477
Hotel Nest,Berlin,"NeukÃ¶lln, Berlin",,,,385
Hotel Petit Wannsee,Berlin,"Steglitz-Zehlendorf, Berlin",,,,47
Hotel Bett und Buch,Berlin,"Treptow-KÃ¶penick, Berlin",,,,"1,184"
Brauhaus in Spandau,Berlin,"Spandau, Berlin",,,,400
Hotel Am Stuttgarter Eck,Berlin,"Charlottenburg-Wilmersdorf, Berlin",,,,900
Hotel DoriÂ´s 108,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",,,,283
Neu-Helgoland,Berlin,"Treptow-KÃ¶penick, Berlin",,,,409
Eastern & Western Berlin Boat GmbH,Berlin,"Friedrichshain-Kreuzberg, Berlin",,,,"1,742"
Stadtoase im Herzen Berlins,Berlin,"Mitte, Berlin",,,,1
Seminar- und GÃ¤stehaus Flussbad Gartenstrasse,Berlin,"Treptow-KÃ¶penick, Berlin",,,,462
Hotel Alex Berlin,Berlin,"Prenzlauer Berg, Berlin",,,,596
Wilmina Hotel,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4,9.4,Superb,617
Hotel Grand Inn,Berlin,"Marzahn-Hellersdorf, Berlin",3,5.6,Review score,862
Hotel Amadeus Central,Berlin,"Charlottenburg-Wilmersdorf, Berlin",2,5.1,Review score,777
Garden Boutique Hotel,Berlin,"Mitte, Berlin",4,8.7,Fabulous,462
ibis Styles Berlin City Ost,Berlin,"Friedrichshain-Kreuzberg, Berlin",3,7.8,Good,"1,621"
Luxury Apartments in Berlin - Luka's apartments by Arbio,Berlin,"Friedrichshain-Kreuzberg, Berlin",3,9,Superb,429
Apart Hotel Ferdinand Berlin,Berlin,"Lichtenberg, Berlin",2,7.8,Good,723
Orania.Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin",5,9,Superb,511
Botschaft,Berlin,"Lichtenberg, Berlin",,,,487
Familienhotel Citylight,Berlin,"Mitte, Berlin",3,7.8,Good,555
The Circus Apartments,Berlin,"Mitte, Berlin",4,9.4,Superb,239
numa I Kater Apartments,Berlin,"Friedrichshain-Kreuzberg, Berlin",4,8.4,Very good,407
Honigmond Boutique Hotel,Berlin,"Mitte, Berlin",4,8.6,Fabulous,545
Hotel Oderberger,Berlin,"Prenzlauer Berg, Berlin",4,8.2,Very good,989
Hotel Karlshorst,Berlin,"Lichtenberg, Berlin",3,6.9,Review score,"1,503"
numa I Arc Rooms & Apartments,Berlin,"Friedrichshain-Kreuzberg, Berlin",4,8.2,Very good,"1,732"
Waldhotel am See Berlin-SchmÃ¶ckwitz,Berlin,"Treptow-KÃ¶penick, Berlin",3,6.9,Review score,"1,223"
Hotel Spreewitz am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3,5.7,Review score,"1,193"
numa I Belfort Rooms & Apartments,Berlin,"Prenzlauer Berg, Berlin",4,8.4,Very good,398
Hotel Forsthaus,Berlin,"Steglitz-Zehlendorf, Berlin",3,6.6,Review score,276
Apartment Hotel Wittenau,Berlin,"Reinickendorf, Berlin",3,7.8,Good,"1,069"
Pure Berlin Apartments - Luxury at Pure Living in City Center,Berlin,"Friedrichshain-Kreuzberg, Berlin",4,9.4,Superb,193
Select Hotel Berlin Checkpoint Charlie,Berlin,"Friedrichshain-Kreuzberg, Berlin",4,7.8,Good,"1,588"
Parkhotel Marzahn,Berlin,"Marzahn-Hellersdorf, Berlin",3,8.5,Very good,"1,430"
numa I Novela Rooms & Apartments,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4,8.5,Very good,"1,192"
Monbijou Hotel,Berlin,"Mitte, Berlin",3,8.5,Very good,"1,977"
The Weinert Suites,Berlin,"Prenzlauer Berg, Berlin",3,9.3,Superb,75
GÃ¤stehaus Pauline,Berlin,"Charlottenburg-Wilmersdorf, Berlin",,,,"1,158"
ABION Villa Suites,Berlin,"Mitte, Berlin",5,8.5,Very good,416
Hotel Adele,Berlin,"Prenzlauer Berg, Berlin",3,7.4,Good,469
numa I Nook Rooms & Apartments,Berlin,"Mitte, Berlin",4,8.6,Fabulous,"1,695"
acora Berlin Living the City - Apartments,Berlin,"Charlottenburg-Wilmersdorf, Berlin",,,,3
Apartments Tempelhof,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3,6.6,Review score,58
Apartments Dahlie & Nelke,Berlin,"Steglitz-Zehlendorf, Berlin",3,6.9,Review score,37
Apartments SchÃ¶neberg,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3,7.1,Good,142
Mondrian Suites Berlin am Checkpoint Charlie,Berlin,"Friedrichshain-Kreuzberg, Berlin",4,8.4,Very good,"5,880"
Landmark am Kracauerplatz,Berlin,"Charlottenburg-Wilmersdorf, Berlin",2,7,Good,654
Hotel Morgenland,Berlin,"Steglitz-Zehlendorf, Berlin",3,7.5,Good,732
Hotel am Borsigturm,Berlin,"Reinickendorf, Berlin",4,8.3,Very good,"2,017"
Hotel Arena Rooms - Berlin Mitte,Berlin,"Mitte, Berlin",2,5.2,Review score,945
Hotel Goldmarie,Berlin,"Friedrichshain-Kreuzberg, Berlin",3,7.1,Good,"2,839"
Hotel zum Ziehbrunnen,Berlin,"Marzahn-Hellersdorf, Berlin",,,,178
martas Hotel Albrechtshof Berlin,Berlin,"Mitte, Berlin",3,8.3,Very good,
Ku'Damm 101 Hotel,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4,8,Very good,
June Six Hotel Berlin City West,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3,8.4,Very good,
Hotel Nikolai Residence,Berlin,"Mitte, Berlin",3,8.9,Fabulous,
BENSIMON apartments Prenzlauer Berg,Berlin,"Prenzlauer Berg, Berlin",4,9,Superb,
KPM Hotel & Residences,Berlin,"Charlottenburg-Wilmersdorf, Berlin",5,9.2,Superb,
,,,,,,
Campanile Hotel - Birmingham,Birmingham,Birmingham,3,7.7,Good,4157
Aloft Birmingham Eastside,Birmingham,Eastside,4,8.8,Fabulous,13
Delta Hotels by Marriott Birmingham,Birmingham,Edgbaston,4,8.2,Very good,142
"Holiday Inn Express - Birmingham - City Centre, an IHG Hotel",Birmingham,The Westside,3,8.4,Very good,7777
Hampton by Hilton Birmingham Broad Street,Birmingham,The Westside,3,7.8,Good,8387
ibis budget Birmingham Centre,Birmingham,Birmingham City Centre,2,6.7,Review score,10198
"Birmingham Strathallan Hotel, BW Signature Collection",Birmingham,Edgbaston,4,6.9,Review score,6191
"Holiday Inn Birmingham City, an IHG Hotel",Birmingham,Birmingham Shopping District,3,7.8,Good,2773
"Holiday Inn Express Birmingham - Snow Hill, an IHG Hotel",Birmingham,Birmingham City Centre,3,7.6,Good,6405
Hampton by Hilton Birmingham Jewellery Quarter,Birmingham,Jewellery Quarter,3,7.6,Good,277
Aparthotel Adagio Birmingham City Centre,Birmingham,Birmingham Shopping District,4,8.7,Fabulous,1500
OneFiveSix - Unique Apartments,Birmingham,Jewellery Quarter,4,9.2,Superb,254
Castle Bromwich Hall; Sure Hotel Collection by Best Western,Birmingham,Birmingham,4,7.7,Good,1677
"Holiday Inn Express Birmingham Star City, an IHG Hotel",Birmingham,Birmingham,3,7.6,Good,4918
Leonardo Royal Hotel Birmingham - formerly Jurys Inn,Birmingham,The Westside,4,8.6,Fabulous,3212
Bloc Hotel Birmingham,Birmingham,Jewellery Quarter,3,8.2,Very good,4555
Hilton Garden Inn Birmingham Brindley Place,Birmingham,The Westside,4,8,Very good,4183
The Wellington Hotel Birmingham - Breakfast Included City Centre Near O2 Academy,Birmingham,Gay Village Birmingham,3,7.5,Good,2053
Best Western Plough and Harrow Hotel,Birmingham,Edgbaston,4,7.5,Good,2
ibis Birmingham Centre New Street Station Hotel,Birmingham,Birmingham Shopping District,3,7.4,Good,2846
"Radisson Blu Hotel, Birmingham",Birmingham,Birmingham Shopping District,4,8.1,Very good,5
Selina Birmingham,Birmingham,Jewellery Quarter,3,6.9,Review score,1271
"Dawn House; Luxe Townhouse, B'ham JQ",Birmingham,Jewellery Quarter,3,7,Good,5858
ibis Styles Birmingham Centre,Birmingham,Jewellery Quarter,3,8.2,Very good,4999
The Grand Hotel Birmingham,Birmingham,Business District,5,9.2,Superb,3524
"Holiday Inn Birmingham M6, Jct7, an IHG Hotel",Birmingham,Birmingham,4,7.3,Good,53
pentahotel Birmingham,Birmingham,Birmingham City Centre,4,7.5,Good,144
Edgbaston Park Hotel Birmingham,Birmingham,Edgbaston,4,8.3,Very good,4172
"Crowne Plaza Birmingham City, an IHG Hotel",Birmingham,The Westside,4,8.1,Very good,3165
Birmingham Great Barr Hotel,Birmingham,Birmingham,3,7.1,Good,1894
Clayton Hotel Birmingham,Birmingham,Eastside,4,8.4,Very good,2
Staycity Aparthotels Birmingham Jewellery Quarter,Birmingham,Jewellery Quarter,4,9,Superb,1241
"Staybridge Suites Birmingham, an IHG Hotel",Birmingham,Birmingham City Centre,4,8.9,Fabulous,2692
AC Hotel by Marriott Birmingham,Birmingham,The Westside,4,8.5,Very good,2338
Comfort Inn Birmingham,Birmingham,Birmingham Shopping District,2,6.6,Review score,2681
THE PORT House,Birmingham,Birmingham,3,7.3,Good,16
Charming Oasis in West Midlands with Netflix,Birmingham,Edgbaston,3,8,Very good,7
Birmingham City Guest House,Birmingham,Edgbaston,3,7.4,Good,16
Woodlands Hotel,Birmingham,Birmingham,2,8.2,Very good,529
Hyatt Regency Birmingham,Birmingham,The Westside,4,7.8,Good,1045
The Cube Hotel Birmingham,Birmingham,The Westside,4,7.5,Good,2788
Ababeel Hotel,Birmingham,Birmingham,3,7.6,Good,277
The Spires Serviced Apartments Birmingham,Birmingham,The Westside,3,8.2,Very good,411
Macdonald Burlington Hotel,Birmingham,Birmingham Shopping District,4,7.8,Good,5099
Stylish 2 Bed/Bath Apartment,Birmingham,The Westside,3,9.9,Exceptional,8
Stay Inns,Birmingham,Digbeth,3,7.8,Good,181
City View Apartments,Birmingham,Gay Village Birmingham,4,8,Very good,942
Malmaison Birmingham,Birmingham,The Westside,4,8.2,Very good,3912
Lana house,Birmingham,Birmingham,3,7.7,Good,13
Cozy flat in West Midlands,Birmingham,Convention Quarter,3,5.7,Review score,4
Park Regis Birmingham,Birmingham,Birmingham City Centre,4,8,Very good,2
PREMIER SUITES Birmingham,Birmingham,Birmingham Shopping District,4,8.2,Very good,486
Hotel du Vin Birmingham,Birmingham,Business District,4,8.2,Very good,1757
Birmingham City Centre apartment Brindley Place ICC Utilita Arena,Birmingham,Convention Quarter,3,9.3,Superb,11
OYO Adnans Hotel,Birmingham,Birmingham,3,6.4,Review score,99
Old Farm Hotel,Birmingham,Birmingham,3,8.3,Very good,563
Staying Cool At Rotunda,Birmingham,Birmingham Shopping District,4,8.6,Fabulous,1240
Vicarage Lodge Birmingham,Birmingham,Birmingham,3,5.7,Review score,737
I bed apartment,Birmingham,Birmingham,3,6.8,Review score,21
Naps Inn,Birmingham,Birmingham,3,8.5,Very good,378
Spacious 2 Bedroom Apartment at The PostBox,Birmingham,The Westside,3,9.4,Superb,7
Beautiful 1 bed apartment,Birmingham,Birmingham,3,7.4,Good,20
Luxury 9ine SUPER BEAUTIFUL JACUZZI APARTMENT WITH BALCONY,Birmingham,The Westside,3,8.9,Fabulous,77
Horse Fair Apartments in Birmingham City Centre by HF Group,Birmingham,Gay Village Birmingham,4,7.1,Good,478
221 Soho,Birmingham,Birmingham,3,8.4,Very good,7
Modern 2 Bedroom Loft Apartment near NEC / Birmingham Airport/ City Centre,Birmingham,Birmingham,3,8,Very good,5
"Pristine 1 and 2 bedroom apartments near business district, walking distance to city centre, free internet & complimentary parking by Sojo Stay",Birmingham,Jewellery Quarter,3,9.1,Superb,58
Spacious Flat at City Center,Birmingham,Birmingham City Centre,4,8.2,Very good,6
New Luxury City Centre Apartment by AZURA NIGHTS,Birmingham,Birmingham City Centre,4,5.7,Review score,3
Saint Pauls House,Birmingham,Jewellery Quarter,4,8.1,Very good,1490
"Modern Apartment- Birmingham- Broad Street & Brindley Place- 10 min walk from Bullring, 02 Arena, New Street Station & Grand Central",Birmingham,Birmingham City Centre,3,7,Good,173
Quality City Birmingham - Florence Street,Birmingham,Birmingham City Centre,4,8.9,Fabulous,52
City centre apartment with roof terrace.,Birmingham,The Westside,4,8.9,Fabulous,10
Luxury Birmingham 2 Bedroom Town House,Birmingham,Jewellery Quarter,3,8,Very good,580
"Luxury 9ine Bull Ring Apartment, Stunning city view, Free Parking, Amazing Fireplace",Birmingham,Digbeth,3,7.8,Good,78
No.8 Waterloo Street,Birmingham,Business District,4,8.7,Fabulous,72
OYO Dovecote Hotel,Birmingham,Birmingham,3,7.3,Good,249
Comfort Stay Apartments,Birmingham,Balti Triangle,3,8.2,Very good,156
Perfect-City Centre-Apartment,Birmingham,The Westside,3,9.7,Exceptional,1540
Luxury 9ine PENTHOUSE WITH GARDEN & JACUZZI,Birmingham,The Westside,3,9.2,Superb,4117
Hotel 5 Ravenhurst Drive M6 J7,Birmingham,Birmingham,5,7.1,Good,38
ParkView City Balcony Apartment with Self Checkin,Birmingham,Birmingham City Centre,3,7.3,Good,1217
"City Centre, 2 Bedroom, Secured Parking, 3 King Bed, WiFi Sleep 6 Guest Comfortable on Three King Size Beds, Jewellery Quarter , Birmingham City Centre , Allocated Secured Parking",Birmingham,Jewellery Quarter,4,8.5,Very good,6
Eighty Four,Birmingham,Birmingham,3,8.8,Fabulous,43
"Two-bedroom Luxury Apartment with workspace, FREE PARKING & Balcony",Birmingham,Gay Village Birmingham,3,8.8,Fabulous,80
Lovely 1 Bedroom Apartment - Bham City Centre,Birmingham,The Westside,3,9.2,Superb,40
Blenheim Way is a beautiful apartment in a quiet location yet minutes from major attractions and City centre Great for families Sleeps 6,Birmingham,Birmingham,3,9.1,Superb,46
Orchid House,Birmingham,Birmingham,3,8.6,Fabulous,46
City Centre 1 Bed Apartment,Birmingham,The Westside,3,9.3,Superb,21
Tudors eSuites Birmingham Corporate Apartments,Birmingham,Business District,3,7.5,Good,28
Stunning Top Floor Southside Apartment 2 BEDS PARKING WIFI NETFLIX,Birmingham,Birmingham Shopping District,4,8.5,Very good,63
Umbrella Properties Private Apartment Birmingham,Birmingham,Birmingham,3,7.9,Good,90
"BIRMINGHAM HAGLEY WEST HOUSE, 5 bedrooms with 7 BEDS, 3x doubles beds, 4x singles beds,2 toilets,2 bathrooms,2 toilets, sleeps 7-10 people great motorway links M5 M6 M42 A38 A34",Birmingham,Birmingham,3,8.5,Very good,15
"BIRMINGHAM COPLOW, 3 bedrooms house, with 6 beds, 2x doubles beds, 3x singles beds and 1 sofa-bed,sleeps people",Birmingham,Birmingham,3,7.7,Good,21
Birmingham City Centre Apartment â Broad Street,Birmingham,Convention Quarter,3,8.6,Fabulous,38
"Birmingham Garnet, 3 bedroom Apartment",Birmingham,The Westside,3,8,Very good,12
2 Bed Apartment in Bham City Centre w Parking,Birmingham,Eastside,3,7,Good,25
Perfect City Centre Apartment,Birmingham,The Westside,3,8.8,Fabulous,16
Modern 1 Bedroom apartment in the City Centre,Birmingham,The Westside,3,8.7,Fabulous,39
Modern house in Birmingham,Birmingham,Jewellery Quarter,4,9.9,Exceptional,8
White house,Birmingham,Birmingham,3,5.6,Review score,7
"Rotunda - New Street, City Centre, Birmingham",Birmingham,Birmingham Shopping District,3,7.9,Good,110
Luxury 9ine Beautiful Bull Ring Apartment Free Parking,Birmingham,Digbeth,3,7.9,Good,28
Luxury 1 Bedroom apartment in the City Centre,Birmingham,The Westside,4,8.7,Fabulous,38
2 Beds Apartment in Birmingham City Centre,Birmingham,Convention Quarter,3,8.4,Very good,7
Charde Guest House,Birmingham,Birmingham,3,6.1,Review score,14
The Grey Haven Birmingham,Birmingham,Birmingham,4,8.8,Fabulous,9
Cutlass Court Apartments by Comfort Zone,Birmingham,The Westside,3,7.5,Good,25
Your Home to Luxury Home Birmingham Accommodation with Netflix and Superfast WIFI,Birmingham,Birmingham,3,6.9,Review score,8
EXOTICSTAY-5 star Luxe Centrally Located 2 Bedroom Corner Apartment.,Birmingham,Digbeth,4,8.2,Very good,4
Clover Spa and Hotel,Birmingham,Birmingham,3,8.3,Very good,33
Vogue 1 Bedroom Spacious Apartment - Broad Street,Birmingham,Birmingham City Centre,4,8,Very good,13
"3 bedroom Holiday House,close to M6-Express way to centre",Birmingham,Birmingham,3,6.9,Review score,15
"Spacious 1 bed Apartment with workspace, unlimited coffee & FREE Parking",Birmingham,Gay Village Birmingham,4,9.1,Superb,90
Jacuzzi Getaway with Sauna and Super King Bed,Birmingham,Birmingham,3,10,Exceptional,1
Home from home (Mailbox location and free parking),Birmingham,The Westside,4,8.5,Very good,61
Holliday Street Apartments - One Bedroom - Stunning Balcony,Birmingham,The Westside,3,7.5,Good,96
Beautiful flat Available Next to the City Center,Birmingham,Jewellery Quarter,3,7.4,Good,29
Spacious 2 Bedroom Home in Birmingham,Birmingham,Birmingham,3,8.8,Fabulous,2
Home Base: Tranquil Stay in the Heart of Birmingham,Birmingham,Birmingham,3,7.5,Good,10
Apartment Bloc,Birmingham,Jewellery Quarter,4,8.3,Very good,11
Brand New Arcadian Centre One Bedroom - Balcony - Bullring,Birmingham,Birmingham Shopping District,3,8.3,Very good,1
2 BedsHouse in City Center + Free Parking,Birmingham,The Westside,3,10,Exceptional,11
"Cosy Entire Apartment 5 min to City Centre! FREE PARKING, Smart TV Sleeps 3-4",Birmingham,Edgbaston,3,7.1,Good,40
Aqua-Themed 2 Bedroom Cosy Apartment - City Centre,Birmingham,Birmingham City Centre,4,8.4,Very good,18
Atlantic Suite; Luxe Apartment,Birmingham,Jewellery Quarter,4,9.5,Exceptional,58
KCS Broad Street Apartment Birmingham,Birmingham,Convention Quarter,4,9.5,Exceptional,14
Luxury 2 bed apartment,Birmingham,Birmingham City Centre,3,7.4,Good,11
Vibrant Night-life Cosy Apartment - City Centre,Birmingham,Gay Village Birmingham,3,7.5,Good,15
"Cosy 2BR Retreat, Near Uni & QE Hospital, Parking",Birmingham,Birmingham,3,7.8,Good,13
Urban Chic Haven - Central - Parking Included,Birmingham,Digbeth,3,7,Good,22
Chic City Retreat - Comfy & Centrally Located,Birmingham,Birmingham City Centre,4,5.2,Review score,4
Cotton Apartment Chinatown Central Stay,Birmingham,Birmingham City Centre,3,9.3,Superb,26
The President,Birmingham,Birmingham City Centre,4,8.3,Very good,61
The Class Place,Birmingham,The Westside,3,7.8,Good,49
Aston Apartment 4,Birmingham,Birmingham,3,9.6,Exceptional,5
Birmingham City hideaway,Birmingham,Birmingham,3,9.5,Exceptional,2
Birmingham City Centre,Birmingham,Birmingham Shopping District,5,8.7,Fabulous,20
Elite luxury apartment,Birmingham,Jewellery Quarter,4,9.3,Superb,247
Birmingham 2 bed 2 bath - City Centre Suite -Juliet balcony- Private Terrace-Free WIFI & Netflix - Contractors - Sleeps 6,Birmingham,Digbeth,4,10,Exceptional,1
Beautiful 1-Bed studio Lickey Hills Birmingham,Birmingham,Birmingham,3,8.2,Very good,36
1 Bed Apartment New A,Birmingham,Birmingham,3,7.5,Good,4
"Cosy home near NEC, BHX Bullring & Solihull",Birmingham,Birmingham,3,8.5,Very good,38
Beautifully renovated four bedroom property,Birmingham,Birmingham,3,8.4,Very good,17
Kunda House Moseley Apartments,Birmingham,Balti Triangle,3,6.8,Review score,11
Absolute Stays at The Qube -Utilita-City Center-The Rep-ICC-NIA-Edgbaston Cricket-Free WIFI- Contractors-Seaworld-BrindleyPlace,Birmingham,The Westside,3,8.6,Fabulous,9
Barons Place,Birmingham,Birmingham,4,8,Very good,3
Cosy 3BR Home Close to Villa Park Castle Bromwich off the M6,Birmingham,Birmingham,3,7.3,Good,2
Super Luxury 2 Bedroom Apartment In Birmingham City Center,Birmingham,Jewellery Quarter,4,10,Exceptional,3
Stunning 1-Bed Studio in Birmingham available,Birmingham,Birmingham,3,4,Review score,2
Glass penthouse with canal view,Birmingham,Convention Quarter,3,9.3,Superb,6
1 bed apartment with 2 beds 1 double plus 1 single,Birmingham,Birmingham,3,8,Very good,3
"Comfy & Chique Stay - Perfect For Visiting Birminghams Sites, Events & City Centre",Birmingham,Birmingham,3,9,Superb,1
Stunning Design 3 Bedroom House Street Parking,Birmingham,Birmingham,3,9,Superb,9
SwankyHome 4 Groups Near M5.,Birmingham,Birmingham,3,8.2,Very good,3
Stunning 3-Bed House in Birmingham,Birmingham,Birmingham,3,5.7,Review score,7
Birmingham Garnet 3 bedroom Apartment,Birmingham,The Westside,3,10,Exceptional,7
Birmingham Ruby 2 bedroom Apartment,Birmingham,The Westside,4,9.7,Exceptional,11
Aparthotel - 4 X 2 Bed Apts -free Parking,Birmingham,Birmingham,4,7.9,Good,3
"LUXE Villa Home Near NEC, Airport, Train",Birmingham,Birmingham,3,7.8,Good,24
Stylish 2 bed apartment.,Birmingham,Birmingham,4,8,Very good,10
Brand new heart of Birmingham one bedroom,Birmingham,The Westside,3,8,Very good,1
Heart of Bham Free Parking - Walk to Everything/1 min from New St Station,Birmingham,The Westside,4,8,Very good,7
SwankyHome 4 Groups/Contractors,Birmingham,Birmingham,4,9,Superb,8
Cosy 3 bed Apt/contractors/families/free parking,Birmingham,Edgbaston,3,8.7,Fabulous,3
Evergreen Lodge,Birmingham,Birmingham,4,9.1,Superb,27
"Spacious 2 Bedroom House In Birmingham ! - Contractors, Business & Corporate Guests Welcome",Birmingham,Birmingham,3,8.4,Very good,21
"1 Bedroom Apartment, in Birmingham city centre, Chinese quarter",Birmingham,Gay Village Birmingham,3,8.4,Very good,17
Convenient 3BR close to QE Hospital & University of Birmingham,Birmingham,Birmingham,3,8.5,Very good,2
Mason Suite,Birmingham,Birmingham City Centre,3,9,Superb,3
Swanky Central Apartment with Free Wifi (Sleeps 4),Birmingham,The Westside,3,8.3,Very good,36
Cosy Ensuite style studio close to UOB and QE,Birmingham,Birmingham,3,2,Review score,1
1 Bed Apartment B,Birmingham,Birmingham,3,7.8,Good,21
Townhouse @ Aboyne Close Birmingham,Birmingham,Edgbaston,4,9.5,Exceptional,35
2 Bed Apartment New,Birmingham,Birmingham,3,7.1,Good,8
Spacious 2 bed house with free on street parking,Birmingham,Birmingham,4,7,Good,9
Broadway Mailbox Luxury New 1 Bed Apartment with Free Parking,Birmingham,Birmingham City Centre,3,7.6,Good,40
St Johns Walk Apartments,Birmingham,Birmingham Shopping District,3,8.9,Fabulous,31
Luxury 6 bedroom entire home will free parking.,Birmingham,Birmingham,3,8,Very good,37
Cosy House #Lea Hall Train Station #BHX #NEC #NIA,Birmingham,Birmingham,3,8.5,Very good,20
Spacious studio near city centre!,Birmingham,Birmingham,3,7,Good,1
Stunning 1-Bed Studio in Birmingham,Birmingham,Birmingham,3,5,Review score,1
A Modern Lux 2 bedroom Apartment Near Alex Stadium & City WIFI FREE PARKING 15 - 30 Percent OFF - Longer STAYS 4 less Welcome,Birmingham,Birmingham,4,7,Good,8
Luxury Comfort 1 bedroom Suite,Birmingham,Jewellery Quarter,3,8.9,Fabulous,9
Opulent 1 Bedroom Cosy Suite,Birmingham,Jewellery Quarter,3,9.4,Superb,8
Cosy Luxury Suite Jewellery Quarter - Birmingham,Birmingham,Jewellery Quarter,4,9.4,Superb,41
