Hotel Name,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3
Ladywell Lodge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
Pillo Rooms Serviced Apartments - Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan
City Haven Stylish Home,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Brand New Luxury Manchester City Centre 2 Bed Apartment Skyline Views,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,N/A
Chic Manchester Townhouse near Old Trafford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,American
Boujee Boutique by The Jacksonheim Boutique,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
Bird Song Guest House Old Trafford,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,N/A
Green View Guest House Old Trafford,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,Full English/Irish
Skyline Tower,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
Swan Street Townhouse Hot Tub & Roof Terrace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Bambz Apartment 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
Quay Apartments Exchange Quay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,N/A
Back Turner Townhouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish
Mosh Aparthotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Rylance Luxury House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
Premier Central Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,Continental
La Jungle Du Swan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Stay for longer on cheap rates 15,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,Full English/Irish
Loft Conversion in Northern Quarter,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegetarian,Continental
Olive House,Yes,Yes,Yes,No,No,Yes,Yes,N/A,N/A,Vegan
Stunning Penthouse Slps 20 (38 A4),Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Acacia House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,N/A
Park Drive TownHouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,American
South Central Contractors Townhouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Alexandra Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
Athletes Way House,Yes,No,Yes,Yes,Yes,No,Yes,Full English/Irish,Continental,Full English/Irish
Chorlton Townhouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Continental
Lushpads,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
QuickSpaces Heart of the City,No,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Continental
My-Places Corporate Serviced Accommodation,No,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
My-Places Abbotsfield Court Townhouse 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
La Suisse Serviced Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Whitworth Locke,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Vegan
Hilton Garden Inn Manchester Emirates Old Trafford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,Continental
Leonardo Hotel Manchester Central - Formerly Jurys Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Clayton Hotel Manchester City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
Native Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental
Spacious House in Central Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
The Westlynne Hotel & Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Dynasty Lodge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,N/A
1 bedroom lovely apartment in Salford quays free street parking subject to availability,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,American
Lovely 2 Bedroom Apartments In Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Media City Salford Quays,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
Cosy MCR 1 Bed Apt with Balcony,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
Arena Apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,Continental
Classy 2bedroom City Centre Apt,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,N/A
The Green Palace Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Continental
Stunning Brand New City 3Bed Apartment!,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,N/A
Chisti aparts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Charming 3BD Didsbury House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
New Manchester Getaway Home,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Vegan
Manhattan Loft Boutique by The Jacksonheim Boutique,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,Continental
CKS Sydney Airport Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Moxy Sydney Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,Full English/Irish
W Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,Continental
ibis Sydney Airport,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Vegan
Metro Hotel Marlow Sydney Central,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Continental
Quest Macquarie Park,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,N/A
The Ultimo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,American
Travelodge Hotel Sydney Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Novotel Sydney International Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Citadines Connect Sydney Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
Punthill Parramatta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Hotel Challis Potts Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
ibis budget Sydney East,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental
The Jensen Potts Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,N/A
CBD Apartment - Closest Airbnb to Central Station,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,Full English/Irish
ibis Styles Sydney Central,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
ibis budget Sydney Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,Vegan
The Alison Randwick,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Vegetarian,Continental
Maze Backpackers - Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Rydges Sydney Airport Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
"Holiday Inn Express Sydney Airport, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental
"Meriton Suites George Street, Parramatta",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Vegan
Mercure Sydney Manly Warringah,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Famous Syd Harbour Bridge View - NYE FIREWORKS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,N/A
Park Regis City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,American
ibis Budget - Enfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,N/A
ibis Sydney World Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Adge Hotel and Residences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
Meridian Hotel Hurstville,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Oxford House,No,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Wake Up! Sydney Central,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,Continental
Criterion Hotel Sydney,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Sydney Potts Point Central Apartment Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,Full English/Irish
ibis Budget - St Peters,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
"Holiday Inn Express Sydney Macquarie Park, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Vegan
"Castlereagh Boutique Hotel, Ascend Hotel Collection",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,Continental
Song Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Mercure Sydney Macquarie Park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,Full English/Irish
Sydney Harbour YHA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental
"Holiday Inn Parramatta, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Vegan
Syd Harbour Bridge & city view stay near CBD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
"HOTEL MORRIS SYDNEY, Handwritten Collection",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
The Baxley Bondi,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,American
Sydney Central YHA,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,N/A
The Sydney Boulevard Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Meriton Suites Mascot Central,Yes,Yes,Yes,Yes,Yes,No,Yes,Full English/Irish,Asian,Full English/Irish
Mariners Court Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Adina Apartment Hotel Sydney Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Edgecliff Lodge Motel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
Breathtaking Harbour Bridge and Opera House Views!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Rydges World Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,N/A
Garden Lodge Sydney Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Quest Mascot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
Avoca Randwick by Sydney Lodges,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
St Marks Randwick,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
Hotel Urban St Leonards,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
The Strand Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Q Station,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Mercure Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
The Sarah by Urban Rest,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
57Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Hyatt Regency Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Ameican,Continental
Mercure Sydney Wynyard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
The Sebel Sydney Manly Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Full English/Irish
Beachside apartment with stunning water views,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental
Boutique Unit in Kingsford Near UNSW Sleeps 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Adina Apartment Hotel Sydney Town Hall,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental
Best Western Plus Camperdown Suites,Yes,Yes,Yes,Yes,No,No,Yes,American,Continental,N/A
"Hotel Harry, Ascend Hotel Collection",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegan,N/A
28 Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
Stamford Plaza Sydney Airport Hotel & Conference Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,N/A
Novotel Sydney Brighton Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Full English/Irish
Cozy M Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Relaxing Holidays at Balmoral Beach 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,N/A
Capella Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental
Glenferrie Lodge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
THE BEACH PAD @ BONDI BEACH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
ibis Sydney Darling Harbour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Harbourview - World Class Harbour Bridge Views!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
Napoleon On Kent,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,Continental
"Crowne Plaza Sydney Burwood, an IHG Hotel",No,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Stay at Hotel Steyne,No,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,American
Mantra Parramatta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
"Crowne Plaza Sydney Darling Harbour, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
202 Elizabeth,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Oaks Sydney Castlereagh Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Twin Towers Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,N/A
Mad Monkey Broadway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental
"Holiday Inn Darling Harbour, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,N/A
Melton Hotel Auburn,Yes,Yes,Yes,Yes,Yes,No,Yes,Asian,Vegetarian,Full English/Irish
The Erko Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Haven Glebe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan
Modern Penthouse like Apartment with Ocean views,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Continental
Hotel Hacienda,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,N/A
Oaks Sydney North Ryde Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish
Crown Towers Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Big Backpackers Hostel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
The General Gordon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Continental
"Aerotel Sydney (Arrivals B, International Terminal 1)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Pullman Quay Grand Sydney Harbour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,American
A by Adina Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
The Star Grand Hotel and Residences Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
The Clovelly Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Kingsgrove Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
The North Shore Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
Dunkirk Hotel Pyrmont,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Continental
Palms Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,N/A
"Adina Apartment Hotel Sydney, Darling Harbour",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,Full English/Irish
View Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Vibe Hotel North Sydney,Yes,No,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Vegan
Hyde Park Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Continental
Regents Court Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Ameican,N/A
Coogee Sands Hotel & Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
"InterContinental Sydney Double Bay, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
Penshurst Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan
Ryde Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
High Cross Randwick by Sydney Lodges,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Neutral Bay Lodge,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,American
Crown Hotel Surry Hills,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,N/A
Oasis on Beamish Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
Metro Apartments On Darling Harbour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Full English/Irish
"Holiday Inn & Suites - Parramatta Marsden Street, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Bridgeview Hotel Willoughby,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,N/A
Amora Hotel Jamison Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
YEHS Hotel Sydney QVB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
Sofitel Sydney Darling Harbour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Full English/Irish
Quest Chatswood,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Manly Paradise Motel & Apartments,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,Vegan
Wake Up! Bondi Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental
Citadines Walker North Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Royal Hotel Ryde,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Rydges Sydney Central,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Silkari Suites at Chatswood,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Mrs Banks Hotel,No,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
Hilton Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
YEHS Hotel Sydney CBD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,American
Harbour Rocks Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
The Pod Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Adina Apartment Hotel Coogee Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Full English/Irish
Manly Pacific Sydney MGallery Collection,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Veriu Green Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,N/A
"Meriton Suites Coward Street, Mascot",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Medusa Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
The Grace Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish
Cambridge Lodge,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Continental
Comfort Inn & Suites Burwood,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,Vegan
Sir Stamford Circular Quay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Continental
Lord Wolseley Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,N/A
The Blue Hotel Bondi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish
Studio 8 Residences - Adults Only,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,Continental
Rydges Camperdown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
QT Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
Crystalbrook Albion,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
One Bedroom with Roof Top Pool,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,American
TradeMark Hostel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
175 Hotel Westmead,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Veriu Randwick,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Full English/Irish
Royal Pacific Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Continental
BreakFree on Broadway Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,N/A
The Porter House Hotel Sydney - MGallery,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental
Rockdale Apartment Rooms,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,N/A
Markets Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Full English/Irish
PARKROYAL Parramatta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Veriu Central,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan
Shangri-La Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Continental
Quest North Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,N/A
Adina Apartment Hotel Chippendale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish
Strathfield Executive Accommodation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Swissotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
The Branksome Hotel & Residences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Continental
"West Hotel Sydney, Curio Collection by Hilton",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Cremorne Point Manor,Yes,Yes,Yes,Yes,Yes,No,Yes,American,Asian,American
Horse and Jockey Hotel Homebush,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
Mercure Sydney Martin Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Newtown Budget Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Pullman Sydney Hyde Park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Ballantyne at Mosman - Serviced Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
Bayswater Boutique Lodge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
1 bedroom Apt in North Sydney send a message to our Telegram Our Telegram manuelhotels,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
Zion,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Meriton Suites Zetland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Penshurst Guest House,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,N/A
Mantra 2 Bond Street,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Vegetarian,N/A
"Meriton Suites Campbell Street, Sydney",Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Ameican,Full English/Irish
Nesuto Chippendale,No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Linley House,No,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
"Meriton Suites Kent Street, Sydney",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Sofitel Sydney Wentworth,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Full English/Irish
Bondi 38 Serviced Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Heritage charm in the city! send a message to our Telegram Our Telegram manuelhotels,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,N/A
"InterContinental Sydney, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
The York by Swiss-Belhotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
City Skyline Views CBD Apartment - 1602,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Full English/Irish
1 bedroom apartment in Fairlight - 100m from beach,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,Continental
Modern Unit in Surry Hills,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Vegan,Vegan
Macleay Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Continental
"Harbour Bliss—Exquisite Design, Breathtaking Views",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
